Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Latin Lover (PS 10195)|Seminis Vegetable Seeds.|W. Atlee Burpee Co.|early maturity; mid day type; large yellow bulb, earlier than Sweet and Early.||U.S. 2001.||F1 hybrid.
Legacy (Sunex 1497)|R.Watson.|Sunseeds.|nonglossy foliage; reddish brown scales that adhere well; hard fleshed; pungent; long storage.|Paragon. 1991.||high to pink root, fusarium basal rot.|
Leona (XP 07595003)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|very early maturing with high bolting tolerance; large, globe shaped bulbs; thin, medium-dark bulb scales; glossy foliage; thin necks; firm bulbs that ship well; for planting in mid to late fall in latitudes between 25 and 35¬8; also for late short day type at lower latitudes.|Cimarron.|NAFTA - Texas, New Mexico, northern California. 2005.|pink root.|F1 hybrid.
Liberty (AX 1442)|E.Wheeler.|Aristogenes.|early maturing; heavy yielder of high quality, uniform bulbs with excellent storability.|Paragon. 1994.||pink root, bolting.|
Linda Vista (PSX 8589)|A.Burkett.|Petoseed.|short day hybrid, light yellow scales, sweet, jumbo and colossal bulbs, 7 days later than Chula Vista.|||excellent tolerance to pink root. 1994.|
Lord Howe Island|||introduced from Australia.||||
Los Animos Sweet Spanish|Northrup King and Company.|Northrup King and Company.|bulbs are larger, more uniform and better keeping than Utah strain.|Utah Strain. NK and Company descriptive list. 1950.|||Sweet Spanish.
Lumina (SSC 9928)|Shamrock.|Shamrock.|short day, early maturing, white globe with excellent uniformity.|Early White Supreme. 1992.||pink root, bolting.|
Characteristics:|Adaptation:|Similar:|Breeder:|Resistance:||Parentage:|Name: Onion -
Mackinaw|Dakota.|Dakota.|hard storage, long day yellow.|Daragon. 1993.||tolerance to pink root, fusarium.|
Madero (SO 1420)|Rick Watson.|Sunseeds.|intermediate type yellow, produces large sized globe to somewhat top-shaped bulbs; high percentage of single centered bulbs when well grown.|Cimerron.|intermediate and Sweet Spanish onion growing areas. 2000.|pink root.|F1 hybrid.
Madrid (AX 2246)|K.McLellan.|Aristogenes.|outstanding vigor and yielding ability.|Vega. 1994.||pink root.|
Maestro (XPH 7022)|Asgrow.|Asgrow.|overwintering, yellow skinned type, early maturity.|Keepwell, Yellowstone. 1987.|||
Magnifico Hybrid|Crookham Company, Caldwell, Idaho.||exceptional bulb uniformity, high yielding ability and mild flavor; performs well from direct seeding or transplant.||areas where Yellow Sweet Spanish populations are grown. 1953.||a long day limited on short storage type.
Magnum (77-924)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, extra large early Spanish type onion; excellent storage.|Fiesta.|Spanish growing areas. 1979.|unknown.|
Majestic (AX 1507)|K.McLellan.|Aristogenes.|consistent, very heavy yielder of extra large, Spanish type bulbs with uniformity, excellent keeping ability; light colored skins.|||strong to pink root. 1992.|
Majesty|ARCO/Dessert.|ARCO/Dessert.||||pink root. 1964.|
Mambo (Sunex1488)|R.Watson.|Sunseeds.|dark red color extends to center of bulb when well cured, large bulb size.|Tango. 1992.|||
Mammoth (SSC1497)|Shamrock.|Shamrock.|a medium-late maturity, intermediate day onion, very large, highly single-centered bulbs that are brown colored.|Maya. 1992.|||
Marathon (HMX 2621)|Harris Moran. 1989.|Harris Moran. 1989.|||||
Maricopa|Golden Valley.|Golden Valley.|yellow Spanish hybrid, better storability. 1991.||||
Maritime (XPH3326)|S.Hendricks.|Asgrow.|high yield, trim necks, high percentage of colossal bulbs.|Vega, Cache. 1994.|||
Mars (PSX80888)|R.Engle.|Petoseed.|long day type, bright red globe, white flesh, large medium jumbos. 1991.||||
Marvel (Sunex1486)|R.Watson.|Sunseeds.|early maturity, vigorous growth, large bulb size. 1992.||||
Matador (NCX 103)|FMC Corp.|FMC Corp.|deep globe, golden brown, tight sealed bulbs with fine necks, medium size (2' in diameter) with intermediate storage properties.|Downing Yellow Globe.|muck soils of New York, Michigan, Wisconsin, and Canada. 1976.||F1 hybrid, male P74-9-32 from Utah, female is proprietary.
Maya (XPH 739)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, midseason, jumbo, long-day Spanish hybrid, with excellent storage potential.|Vega.|northwestern United States (Idaho, Oregon, and Washington), Colorado, central California, and northern Texas. 1985.||
Mercedes (PS2789)|A.Burkett.|Petoseed.|short day hybrid, yellow, good scales, early, good storage, firm, small necks.|||pink root. 1994.|
Mercury|R.Engle.|Petoseed.|eastern U.S., long day, red type. 1993.||||
Mesa|Dakota.|Dakota.|hybrid yielding, overwintering.|||pink root. 1994.|
Michigan Sweet Spanish|Michigan State College, East Lansing.|Ferry-Morse Seed Co.|very good skin and color, very good keeper.|Globe.|dry muck; midwestern United States. 1945.||selection from Valencia Sweet Spanish, imported seed.
Midstar (ARCO 1607)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, vigorous, uniform, white onion with high frequency of single-centered bulbs; intermediate day length response; limited storage potential.|New Mexico Grano.|northern Texas, New Mexico, and the San Joaquin Valley of California. 1986.|tolerance to pink root.|
Millennium (SXO 1434)|R. Watson.|Sunseeds.||Paragon.|long day. 1997.|Pink root and Fusarium.|F1 hybrid.
Mira (XP 15040)|Seminis-Asgrow.|Seminis-Asgrow.||Bullreg XXX.|Idaho, Colorado, Washington, Utah.|Pink root and Fusarium.|F1 hybrid.
Mohawk (D1011)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, early yellow, dark colored and high yielding; short storage.|Abundance.|northern long-day areas.||
Mohegan|Dakota.|Dakota.|early maturing, northern U.S., storage onion.|Valient. 1992.||pink root, fusarium.|
Mojave|Dakota.|Dakota.|midseason, high yielding, white sweet Spanish.|Sterling. 1992.||pink root.|
Monarch (SSC-2246)|Shamrock.|Shamrock.|late maturing, intermediate day, large, globe-shaped, dark brown bulbs.|Maya. 1991.|||
Montana (XP 8417)|Seminis-Asgrow.|Seminis-Asgrow.||Criola.|southern Brazil.||F1 hybrid.
Moonshine|Dakota.|Dakota.|overwintering white type.|Midstar. 1993.||pink root.|
Mucker (DEXP 729)|Dessert Seed Co.|Dessert Seed Co.|hybrid, long storage, high yield and high globe.|Spartan Banner.|northern and central mucks. 1974.||
Mustang (D1910)|Joseph Harris Co.||F1 hybrid, yellow, hard, good storage.|Downing Yellow Globe.|northern long-day onion areas. 1965.||
Navaho|Golden Valley.|Golden Valley.|yellow Spanish type.|||tolerance to pink root, fusarium. 1991.|
Neetco Nugget (B and K Expt. Hyb. number 1])|B and K Prepack.|B and K Prepack.|F1 hybrid, Yellow Globe type, medium brown, heavy scaled, uniform shape, excellent storage life, good ringability.|Danvers Yellow Globe.|areas where long-day storage type onions are grown. 1972.||
New Mexico Early Grano|New Mexico State Expt. Stn.||derived from Balbosa. 1930.||||
Ninja (MR7600)|Rispens.|Rispens.|114 day maturity, good scale retention for mechanical harvest.|Voyager. 1992.||pink root, fusarium.|
Nitro|Rispens.|Rispens.|excellent long-term storage, derived from cross of hard by hard bulb, high yields.|Fortress, Duration. 1994.||pink root, fusarium.|
Nora Fronteira (XP 6803)|David Dean.|Seminis-Asgrow.|medium yellow, globe shaped, medium size, waxy foliage, pungent, not for jumbo production.|Serrano.|Brazil. 2000.||F1 hybrid.
Norseman|Stokes.|Stokes.|longer storage, better skin retention than Norstar.|||field tolerance to pink root. 1991.|
Norstar|Takii.|Takii.|early maturity, yellow type, for cool weather production.|||tolerance to botrytis, downy mildew, soft rot, basal rot. 1988.|
North Star (FMX 220W1)|K.McLellan.|Ferry-Morse.|early midseason, good yielding, long storage type, hard flesh, heavy skins, small necks, medium bronze with high gloss.|Fusario hybrids. 1983.||fusarium basal rot.|
Northern Oak|Stokes. 1988.|Stokes. 1988.|||||
Nova|L.Kyle.|Neuman.|early maturity, flat yellow bulbs, Granex type.|||bolting, pink root. 1988.|
Nugget|University of Wisconsin, Madison, in cooperation with USDA and Iowa Agric. Expt. Sta., Ames.|Jung Seed Co.|F1 hybrid, early maturity, long storage; bulb firm, globe shaped, bronze color, good scale retention.|Autumn Spice and Epoch.|Wisconsin. W.H. Gabelman, Sept. 1962.||Iowa 736A x Wisconsin 101B.
Number 6404|Takii.|Takii.|long day storage type.||western U.S. 1991.|tolerance to fusarium basal rot, bacterial leaf spot.|
Number 8911|Takii.|Takii.|long day storage type.||western U.S. 1991.|tolerance to fusarium basal rot, pink root, bacterial leaf spot.|
NuMex Bolo|J.Corgan.|New Mexico State Expt. Stn.|yellow intermediate day onion, high yield, firm bulbs.|||excellent to pink root. 1994.|
NuMex BR1|J.Corgan.|New Mexico State Expt. Stn.|yellow short day onion, high yield, excellent bolting resistance. 1983.||||selected from Texas Early Grano 502 PRR.
NuMex Casper|J.Corgan.|New Mexico State Expt. Stn.|white intermediate day onion, excellent scale color.|||pink root. 1992.|
NuMex Centric|J.Corgan.|New Mexico State Expt. Stn.|yellow early long day onion, sweet spanish type, high yield, high percentage of single centers.|||excellent to pink root. 1995.|
NuMex Crispy|J.Corgan.|New Mexico State Expt. Stn.|white short day onion, low pungency, excellent scale color.|||excellent to pink root. 1995.|from Temprana x Yellow Granex.
NuMex Dulce|J.Corgan.|New Mexico State Expt. Stn.|yellow short day onion, low pungency.|||excellent to pink root. 1995.|from NuMex Starlite.
NuMex Jose Fernandez|J.Corgan.|New Mexico State Expt. Stn.|yellow intermediate day onion, high yield.|||excellent to pink root. 1994.|
NuMex Luna|J.Corgan.|New Mexico State Expt. Stn.|yellow intermediate day onion, high yield, firm bulbs.|||pink root. 1995.|
NuMex Mesa|J.Corgan.|New Mexico State Expt. Stn.|yellow short day onion, nice scale, firm bulbs, excellent bolting resistance.|||excellent to pink root. 1995.|from NuMex BR1 x Buffalo.
NuMex Starlite|J.Corgan.|New Mexico State Expt. Stn.|yellow short day onion, high yield, large bulbs, low pungency, good bolting resistance.|||excellent to pink root. 1990.|from Texas Grano 502 PRR.
NuMex Sundial|J.Corgan.|New Mexico State Expt. Stn.|yellow intermediate day onion, high yield, hard bulb.|||excellent to pink root. 1987.|selected from Ben Shemen.
NuMex Sunlite|J.Corgan.|New Mexico State Expt. Stn.|yellow short day onion, high yield, uniform size and shape, excellent bolting resistance.|||excellent to pink root. 1987.|selected from Texas Early Grano 502 PRR.
NuMex Suntop|J.Corgan.|New Mexico State Expt. Stn.|yellow intermediate day onion, high yield, hard bulb.|||excellent to pink root. 1987.|selected from Ben Shemen.
NuMex Sweetpak|J.Corgan.|New Mexico State Expt. Stn.|yellow short day onion, early maturing grano type, low pungency.|||excellent to pink root. 1997.|
NuMex Vado|J.Corgan.|New Mexico State Expt. Stn.|yellow short day onion, high yield, firm bulbs.|||pink root. 1995.|
Nutmeg (D1951)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, early (100 days), long-day, hard, yellow onion, medium size, deep globe, small neck, good skin color, for long storage.|Autumn Spice.|northern areas and Canada. 1974.|tolerance to fusarium basal rot.|
Omega|Nickerson-Zwaan.|Shamrock.|5-10 days earlier than Brown Beauty where tested in Colorado.|Brown Beauty.|California, Oregon, Idaho, Colorado, Washington. 1988.|pink root, tolerance to fusarium.|F1 hybrid.
Omni (SUNEX1505)|Sunseeds.|Sunseeds.|very early maturity, firm globe, white.|Rio Unico. 1995.||pink root.|
Ontario (XP 62)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early maturing main season storage type.|Premier.|long-day onion areas. Asgrow's 'Your Crops-What's New for 65,' Fall 1964.||closed pedigree involving USDA and Asgrow inbreds.
Ontario M (XP 195)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, medium-sized, globe-shaped hybrid for crate and field box storage from mid to late winter.|Ontario.|long-day areas in the United States, Canada, and overseas. 1976.||
Orange Countess (XPH 3465)|S.Hendricks.|Asgrow.|full season Spanish hybrid, excellent storage.|Cima. 1995.|||
Oro (Super Elite)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, deep globe with golden-brown scale color; refined necks and long storage capability.|Elite.|northern onion-growing areas. 1982.||
Oro Grande (FMX 70W6)|E.Wheeler.|Ferry-Morse.|hybrid, high yield, intermediate to long day, high percentage of jumbos, bulbs globe to blocky globe, medium bronze skins, medium hard firmness, flesh is white, fairly mild, Spanish type.|Vega. 1985.|||
Oswego|Dakota.|Dakota.|long day, yellow storage type.|Legacy. 1993.||pink root, fusarium.|
Ottawa|Dakota.|Dakota.|yellow storage type.|Legacy. 1993.|||
Outrigger (XP 15067)|Seminis-Asgrow.|Seminis-Asgrow.||Brown Baron.|F1 hybridU.S.||F1 hybrid.
Pacesetter (D 2810)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, yellow storage type; good keeper, medium size and yield.|Downing Yellow Globe.|northern long-day onion areas. 1963.||
Palomino (Granny-X)|Shamrock.|Shamrock.|short day, main season, yellow, flat globe.|Texas Grano 502. 1989.||pink root, bolting.|
Paradise PRR|ARCO Seed Co.|ARCO Seed Co.|open pollinated.||indeterminate onion areas. PVP certificate number 8100129. 1981.|pink root.|
Paragon (DEXP 1317-1)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, early maturity with excellent storage quality and very hard flesh; uniform globe with medium brown scales that adhere well in storage.|Downing Yellow Globe.|northern onion-growing areas. 1986.||
Paydirt (Hy. 1001)|Northup, King and Co.|Northup, King and Co.|hybrid, dark skin, maturing slightly later and longer than Copper Gem.||long days. 1969.||
Payette (PS74089)|R.Engle.|Petoseed.|yellow sweet Spanish type, long term storage, attractive scale color and retention, 120 day maturity.|Apex, Cima, Vega.||pink root.|
Payola (SSC 1001)|Shamrock.|Shamrock.|short day, early maturity, large, tapered, yellow globe.|||pink root, bolting. 1991.|
Pedro (Hy. 126)|Crookham Co.|Crookham Co.|hybrid, high yielding late, good keeping, mechanical harvest; Spanish type.||Spanish areas. 1968.|tolerance to pink root.|
Pegasus (XPH6020)|R.Jones.|Asgrow.|hybrid, full season, Granex type, 10 days later than Granex 33, sweet mild flavor.|Granex 33. 1994.||pink root.|
Perfecto Blanco|Northrup King and Company, Minneapolis.||long slender, blue-green stem; vigorous and productive; bulbs slowly. Northrup King Desc. catalog. 1957.||||selection out of White Sweet Spanish.
Perla|L.Pike, Texas A and M University.||short day, white onion, round to slightly flattened globe, excellent root system, excellent shipping ability.|New Mexico White Grano. PVP. 1989.||pink root.|
Pilot Hybrid|Colorado Agric. Expt. Sta., Ft. Collins.||high yields, uniform grade quality; matures same date as Mountain Danvers; deep globe shaped, copper colored; excellent storage type.|Sweet Spanish.|150 to 155 days between killing frosts. Colo. Agric. Expt. Sta. Circ. Number 2-S.|Purple Blotch disease and some resistance to pink root and storage diseases.|B2264A x B1340C Inbred out of Currier Sweet Spanish (Currier Sweet Spanish is an early maturing cultivar).
Pima|Golden Valley.|Golden Valley.|hybrid, white Spanish type. 1991.||||
Pinnacle (PSX62088)|R.Engle.|Petoseed.|long day type, globe shape, jumbo size, mild flavor, bright brown scale. 1991.||||
Pioneer|USDA, Colorado Agric. Expt. Sta., Ft. Collins, and Idaho Agric. Expt. Sta., Ames.||F1 hybrid, small plant size, gray-green foliage; bulbs medium size, dark yellow, globe shape, pungent, very firm; late maturity, long storage.|Mountain Danvers.|Western slope of Colorado. Elmo Davis, 16 April 1962.||B15-108A x B2215C Yellow Globe Danvers inbred x Brigham Yellow Globe inbred.
Polaris|Dakota.|Dakota.|intermediate day, white type.|Midstar. 1993.||pink root.|
Popago|Golden Valley.|Golden Valley.|midseason white Spanish hybrid. 1991.||||
Precedent (SXO 1460)|R. Watson.|Sunseeds.||Norstar.|long day. 1997.||F1 hybrid.
Premier|USDA and Cornell University, Ithaca.||F1 hybrid, plants medium large; nonglossy foliage; bulbs medium size, dark yellow, high globe, firm; late maturity, long storage.|Brigham Yellow Globe.|where Brigham Yellow Globe is grown. The F1 hybrid Onion Premier USDA release, 31 January. 1957.||B2117A x B2215C Early Yellow Globe inbred x Brigham Yellow Globe inbred.
Pre-Pak|Rispens.|Rispens.|long storage, very hard.|Trapps #8. 1993.||pink root, fusarium.|
Primavera (PS1685)|A.Burkett.|Petoseed.|short day hybrid yellow very early, good large Grano shaped bulb with small necks, excellent scale retention. 1989.||||
Prime Beauty (Experimental N)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, long, intermediate day length, hard fleshed, medium size globe with small neck and medium storage capacity; matures in season with Brown Beauty.|Brown Beauty.|areas where Brown Beauty is grown. 1976.||
Primero PRR|ARCO Seed Co.|ARCO Seed Co.|open pollinated.||short-day onion areas. 1968.|pink root.|
Progress (1956)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, early short storage, dark scales.||northeastern organic soils. 1980.||
Pronto (XP H621)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, a medium day cultivar for field seeding in place of sets.|Early Harvest.|northern medium and long-day onion areas. 1964.||closed pedigree involving USDA and Asgrow inbreds.
Pronto S (X 196)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early nonstorage type, primarily for market.|Pronto.|long-day areas. Asgrow's 'Your Crops' Dec. 1967.|tolerant to pink root.|closed pedigree USDA and Asgrow inbreds.
Prospector (586)|Agway.|Agway.|hybrid, high yields on muck, moderate storage.|Autumn Spice.|northeastern United States. Agway Catalog, 1970.|pink root.|
Pueblo|Dakota.|Dakota.|yellow, long day, hard storage type.|Legacy. 1993.||pink root, fusarium.|
Puma|Golden Valley.|Golden Valley.|early maturity, yellow hybrid, Spanish type. 1991.||||
Quantum Tioga (PS 663395)|R. Maxwell.|Seminis-Petoseed.|||long day. 1996.||F1 hybrid.
Quest (PS760)|R.Engle.|Petoseed.|fresh market or processor type large yellow, globe shaped, main season maturity, excellent ringing quality, large sizes, high percentage single centers.|Valdez, Oro Grande.||pink root.|
R.K.W.|Dessert Seed Company, El Centro, California.|Dessert Seed Company, El Centro, California.|deeper white onion than L 303, makes large deep flat onion.|L303. 1952.|||out of Excel 986.
RAM-735|H. Rabinowitch and A. Harazy.|Hazera.|||||F1 hybrid.
RAM-763|H. Rabinowitch and A. Harazy.|Hazera.|||||F1 hybrid.
RAM-781|H. Rabinowitch and A. Harazy.|Hazera.|||||F1 hybrid.
Rampart (XP 77015)|Seminis-Asgrow.|Seminis-Asgrow.|midseason storage minimum, approximately 110 days.|Fortress.|Quebec, Ontario, New York, Michigan, Wisconsin. 2000||F1 hybrid.
Ranchero (SXO 1430)|Rick Watson.|Sunseeds.|yellow Spanish type, very large bulb size, high percentage of single centered bulbs.|Yellow Spanish Sweet.|Sweet Spanish growing areas. 2000.|high tolerance to pink root and fusarium basal rot.|F1 hybrid.
Red 21|California State Expt. Stn.|California State Expt. Stn.|same as California Early Red UC Number 1. 1943.||||
Red Bandana (HMX2326)|Harris Moran.|Harris Moran.|short day type, red in color, early maturity, jumbo size, globe shaped bulbs.|||pink root. 1992.|
Red Bluff|Dakota.|Dakota.|intermediate day, red type.|||pink root. 1993.|
Red Burgermaster (PSX163537)|R.Engle.|Petoseed.|bright red, globe shape, large to jumbo sizes, attractive red and white flesh, good storage, good scales.|Mars. 1994.|||
Red Caribe (113-203)|Seminis-Petoseed.|Seminis-Petoseed.||Red Creole.|Central America.||open pollinated.
Red Comet PRR (Z303PRR)|L.Kyle.|Neuman.|hybrid, early maturity, flattened bulb, red short day type.|||pink root, bolting, greening. 1989.|
Red Commander PRR|ARCO Seed Co.|ARCO Seed Co.|||short-day onion areas. 1971.|pink root.|F1 hybrid.
Red Creole|Dessert Seed Company, El Centro, California.|Dessert Seed Company, El Centro, California.|F1 hybrid, bulbs high flat; red in color and pungent; outyields Red Creole by about 50%, but matures a few days later; stores 6 to 7 months.|Red Creole.|short day regions and same areas as Red Creole. Dessert 8 June 1962.|purple blotch.|
Red Cross|Takii.|Takii.|overwintering red onion.|||tolerance to botrytis, downy mildew. 1988.|
Red Delicious|Burpee.|Burpee.|globe shaped, milder flavor than smaller red globe types, long day onion, good for spring planted crop in most of the United States.||||
Red Delite (Crk W156)|W.McDonald.|Crookham.|hybrid, large sized bulb with uniform dark red interior and exterior color, bulbs uniform, globe shape, very high percentage single centers.|Southport Red Globe. 1982.||tolerance to pink root.|
Red Granex|Dessert Seed Company, El Centro, California.|Dessert Seed Company, El Centro, California.|F1 hybrid, bulbs large, dark red, mild, high flat in shape; excellent yield, matures at about the same time as Granex or a few days later.||short-day areas, the southern United States, and where Granex is grown. Dessert 1 June 1962.|some to purple blotch.|
Red Harvest (180RA)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, early long-day x short-day cross.|Early Harvest.|wide. 1981.|unknown.|
Red Rider|Rispen Seeds, Inc.|Rispen Seeds, Inc.|extraordinary dark with dark red exterior and interior color.|Red Wing.|northwest and midwest U.S. 2000.|pink root.|F1 hybrid.
Red Star (PS1067)|A.Burkett.|Petoseed.|early Creole type, red.|Red Creole, Red Pinoy.||pink root. 1994.|
Red Zeppelin (XP 15300)|Omar Diaz.|Seminis-Asgrow.|deep red color, Tango maturity, uniform globe to tall globe shape, large size with long storage potential mid-season maturity.||northeast U.S. 2000.||F1 hybrid
Redbird (4414)|Robert L. Jones.|Ag Chem Services.|||south Texas, northern Mexico.||F1 hybrid.
Redbone (XP6013)|R.Jones.|Asgrow.|thick, flat, short day, red type, good color both interior and exterior, high percentage of single centers, good bolting resistance.|Ruby. PVP. 1990.||pink root.|
Redkeep (XP 7519022)|David Dean.|Seminis-Asgrow.|red globe shape, hard storage onion, can be stored 4-6 months, dark red scales.|Tango.|New Zealand, Australia, South Africa. 2000.|fusarium basal rot.|F1 hybrid.
Redman|E.Wheeler.|Ferry-Morse.|red, open pollinated population with good storage. 1985.||||
Redron (Flat Red)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, long day, semi flat, dark red; vigorous.|Red Wethersfield.|long-day onion areas only. 1981.|unknown.|
Regal PRR|ARCO Seed Co.|ARCO Seed Co.|open pollinated, early with excellent color.||short-day onion areas. PVP certificate number 8100130. 1980.|pink root.|
Regiment (XPH3804)|S.Hendricks.|Asgrow.|midseason hybrid Spanish type.|Vega. 1994.||pink root, bolting, fusarium.|
Reina Blanca PRR (Z506PRR)|L.Kyle.|Neuman.|hybrid, white, short day type.|||pink root, bolting, greening. 1989.|
Reina Roja (4416)|Robert L. Jones.|Ag Chem Services.|||south Texas and northern Mexico.||F1 hybrid.
Renegade|Dakota.|Dakota.|yellow short day; not the same as Renegade from Rispens (1994).|Texas Early Grano. 1993.||pink root.|
Renegade|Rispens.|Rispens.|115 day, Spanish by eastern, good size with very good storage and yield; not the same as Renegade from Dakota (1993).|Valiant. 1994.||tolerance to pink root, fusarium.|
Revere (XPH 92376)|Crookham.|Crookham.||Sweet Perfection.|northwest U.S.|Pink root.|(PG-1xXP53-350)x Crookham inbred.
Rialto (XP73)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, large bulbed for prompt shipment and medium storage.|Pronto S.|wide. 1976.|pink root.|
Ricochet (XP 77022)|Omar Diaz.|Seminis-Asgrow.|early, non-storage, approximately 90 days, globe shaped.|Norstar.|Canada, New York, Michigan, Wisconsin. 2001.|Fusarium basal rot, pink root.|F1 hybrid.
Ringer Grano PRR|ARCO Seed Co.|ARCO Seed Co.|open pollinated, high single-centered Grano.||short-day areas.|pink root.|
Ringking (RingGold)|Idaho Agric. Expt. Serv., Parma.||early, large, slightly flat to high globe with thick, perfect circles and low incidence of multiple growing points; scale color index of 3; for use as a source for commercial onion ring and general purpose.||Yellow Sweet Spanish areas. 1971.|pink root.|hybrid, PG-1 prr 1 x P54-306 prr T1.
Ringmaker (Xp 102 or Xp Ringer)|Crookham Co.|Crookham Co.|early, mild, high yielding Spanish type designed for onion ring but also good for fresh market; will harvest mechanically with most equipment.|Yellow Sweet Spanish.|areas where Yellow Sweet Spanish are grown. 1975.|high tolerance to pink root and fusarium.|F1 hybrid, (closed male x P54-306 prr) x closed pollinator.
Rio Blanco Grande (RCSX 903)|R.Kreizenbeck.|Rio Colorado.|late white, which produces very large bulbs.|White Grano. 1987.||pink root.|
Rio Bravo (RCSL 1102)|R.Kreizenbeck.|Rio Colorado.|early maturity, Granex type, large deep bulbs, yellow color.|Granex 33. 1986.||pink root, bolting.|
Rio Corona (RCSX 1229)|R.Kreizenbeck.|Rio Colorado.|early maturity, intermediate daylength, good brown skin.|||excellent tolerance to pink root. 1988.|
Rio Durado|Rio Colorado.|Rio Colorado.|hybrid, early maturity, intermediate day, yellow Spanish type.|||pink root, bolting. 1989.|
Rio Estrella (RCSX1466)|Rio Colorado.|Rio Colorado.|hybrid, yellow, Grano type, unusual mildness, high seedling vigor, large uniform bulbs, earlier than 1015Y.|1015Y. 1989.||pink root, bolting.|
Rio Hondo V.S. (RCSL 1317)|R.Kreizenbeck.|Rio Colorado.|sweeter taste than Rio Hondo, considered a sweet onion.|Rio Hondo. 1987.||tolerance to pink root.|
Rio Jefe (RCSL 1203)|R.Kreizenbeck.|Rio Colorado.|white Grano shape, producing large bulbs.|Robust. 1987.||pink root.|
Rio Nevada (RCSX9544)|Rio Colorado.|Rio Colorado.|hybrid, white Grano, high seedling vigor, very large uniform bulbs, exhibits wide adaptability in growing regions.|Blanco Duro. 1989.||pink root.|
Rio Oso (RCSX 682)|R.Kreizenbeck.|Rio Colorado.|deep bronze, round bulb, very firm.|Ben Sheman. 1988.||pink root.|
Rio Plata (RCSL 1202)|R.Kreizenbeck.|Rio Colorado.|white, deep, Granex type, outstanding bolting resistance.|Early Supreme. 1968.||pink root.|
Rio Raji Red|Rio Colorado.|Rio Colorado.|hybrid, early maturity, Granex type.|||pink root, bolting. 1989.|
Rio Redondo (RCSX9536)|Rio Colorado.|Rio Colorado.|hybrid, white, Grano type, high seedling vigor, large uniform bulbs, one week earlier than Early White Supreme.|Rio Plata. 1989.||pink root, bolting.|
Rio Santiago (RCSX1445-16)|R.Kreizenbeck.|Rio Colorado.|round red hybrid, early maturing.||New Mexico, Texas. 1989.||
Rio Selecto (RCSX 1325)|R.Kreizenbeck.|Rio Colorado.|Grano type, early maturing. 1987.||||
Rio Sonora (RCSX 7704)|R.Kreizenbeck.|Rio Colorado.|Grano type, early maturing. 1989.||||
Rio Unico (RCSX9535)|Rio Colorado.|Rio Colorado.|hybrid, white, Grano type, high seedling vigor, large uniform bulbs, onions tend to mature at the same time.|Robust. 1989.||pink root, bolting.|
Rio Verde PRR (RCSX 948)|R.Kreizenbeck.|Rio Colorado.|green bunching type, long white shanks, early maturity.|White Sweet Spanish Valencia. 1987.||strong to pink root.|
Rio Zorro (RCSX 1329)|R.Kreizenbeck.|Rio Colorado.|Grano type, late maturing. 1988.||||
Rip Van Winkle (227W2)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|early maturity coupled with good storage qualities.|Spartan Sleeper.|New York, Wisconsin, and Michigan, and Ontario and Quebec, Canada. 1985.||FM inbreds.
Riviera (XPH3746)|R.Jones.|Asgrow.|intermediate day length, yellow type, good vigor, large thick flat bulbs, low percentage of splits and doubles.|Cimarron. 1991.||pink root.|
Robust White PRR|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, white type.||short-day onion regions. 1964.|pink root.|
Rochester Bronze|L.P. Gunson Company, Rochester, New York.|L.P. Gunson Company, Rochester, New York.|long keeping qualities.|Downing.|northern tier of the United States. 1945.||selection out of Downing, for color and keeping qualities.
Rojo (ARCO 407R)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, early, large, thick, flat bulbs with excellent exterior and interior color.|Red Granex.|short-day onion areas. 1987.|pink root.|
Rosada Milenio (SXO 1530)|Sunseeds.|Sunseeds.|pink hybrid short day onion, flattened globe shape, medium size, pungent, late cultivar, thick scales.||South American market. 2000.|pink root and fusarium.|F1 hybrid.
