Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Hungarian Yellow Wax Hot -||Similar:|heirloom cultivar, ripens 58-85 days, medium hot, medium thick walled, 203 x 51 mm fruit size, tapers to point, waxy yellow to crimson, both upright and pendant fruit, strong upright plants, 410 x 610 mm plant size. Garden 1992.|Resistance:||Parentage:|Parentage
Hungnong Ace||Hungnong Seed Co.|blocky green ripening to red bell pepper, pendant fruit, 95 x 85 mm fruit size, medium maturity, 4-lobed, thick wall, waxy, good foliage cover. 1996.||||F1 hybrid.
Hybelle (YBST)|Joseph Harris Co.|Joseph Harris Co.|Mid-early, mostly four-lobed Yolo type; green turning red at maturity.|Yolo Wonder B.|Northern United States and Canada. 1977.|Tobacco Mosaic Virus.|
Hybrid Sweet Banana (PS 3277)|Petoseed Co.|Park Seed Co.|F1 hybrid, early, compact, sturdy plants, fruit uniform in shape, size, and color, relatively smooth.|Sweet Banana.|wide. 1979.||
Hybrid TM-888||Hungnong Seed Co.|Indonesian hot type, vigorous, good heat tolerance, 135 x 10 mm fruit size, pendant fruit.|||Phytophthora capsici. 1996.|F1 hybrid.
Hybrid TM-999||Hungnong Seed Co.|Indonesian hot type, vigorous, slim, long fruit, 125 x 8 mm fruit size, very pungent, pendant fruit. 1996.||||F1 hybrid.
Idabelle (B7L1)|R.F. Foley.|University of Idaho.|Uniform, large bell type fruit; concentrated set; fruit well protected by plant from sun.|California Wonder.|Inter-mountain west. Idaho Agric. Expt. Sta. Bulletin 381. 1963.|Curly top Virus.|California Wonder and USDA PI 206949.
Illinois 6|Univ. of Illinois.|Corneli Seed Co.|Heavy early and total yield; smoother, blockier, slightly thicker flesh and more uniform than Allbig short spreading plant habit.|Allbig.|eastern and midwestern United States. Vegetable Improvement Newsletter No.4. 1962.|Tobacco Mosaic Virus.|Allbig and Sterling.
Imperial||Daehnfeldt Seed Co.|early Lamuyo type, dark green to red fruit, 12 x 70 mm fruit size, 4-lobed, medium thick walls, 70 days, medium strong plants.|||tobacco mosaic virus race. 1994.|F1 hybrid.
Independence (HMX 1661)|Harris Moran.|Harris Moran.|sweet pepper; extra large, slightly elongated blocky fruit; exceptional deep red color; early set.||U.S. 2003.|BLS 1,2,3,5.|F1 hybrid.
Inferno (PS216590)|Petoseed.|Petoseed.||Hungarian Yellow Wax. 1993.||Tobacco Mosaic Virus.|
Inia||Enza Zaden B.V.|blocky, green ripening to yellow bell pepper, very large fruit, open plant habit, early.|||tobacco mosaic virus race 0. 1995.|F1 hybrid.
Intrepid (XP12266)|R. Hernandez.|Seminis Vegetable Seeds-Asgrow.|green to red bell, compact plant, concentrated fruit set, deep blocky shape, 5 days earlier than 'Enterprise'.|Enterprise.|Northeast, Canada. 2000.|bacterial leaf spot races 1, 2 and 3, tobacco mosaic virus.|
Irini||Enza Zaden B.V.|Lamuyo type bell pepper, green ripening to yellow, fruit 150 x 90 mm, strong vigorous plant, early, thick wall.|||tobacco mosaic virus race 0. 1995.|F1 hybrid.
Ironsides (PS 334094)|John Bill.|Seminis Vegetable Seeds-Petoseed.|early maturing, blocky green to red bell pepper.|Enterprise.|Northeast United States. 2000.|bacterial leaf spot races 1, 2 and 3.|
Isabel||DeRuiter Seeds Inc.|Lamuyo type, green ripening to yellow.|Maribel. 1993.||tobacco mosaic virus race (Tm2).|
Islander||Johnny's Selected Seeds.|light lavender ripening to red bell pepper, strong, medium-tall plants, early, 56 days, 81 days to red ripe, 3-lobed, medium size, thick wall.|||tobacco mosaic virus race. 1997.|F1 hybrid.
Isleno||Shepherd's Garden Seeds.|mulato type chile, flattened, heart-shaped, blunt-ended, 150 x 60 mm sized fruit, deep glossy green ripening to dark chocolate brown, thick-walled, 750 mm tall plants, 80 days, moderately pungent.|||potato virus Y, tobacco etch virus. 1997.|open pollinated.
Issa (LM 204)|Leen de Mos Vegetable Seeds.|Shamrock Seed Co.|Lamuyo type sweet pepper; 70-75 day maturity; green to red; elongated shape with 3-4 lobes, 220 g fruit weight; suitable for greenhouse and outdoor production.|Lamuyo.|all bell pepper growing regions in the U.S. and Mexico.|tobacco mosaic virus race.|
Italian Gourmet Hybrid||Park Seed.|Italian pepper, deep green ripening to red, 180 mm long fruit, 70 days. 1997.||||F1 hybrid.
Italian Pepperoncini||Territorial Seed Co.|Italian heirloom pepperoncini type, bushy plants, non-pungent, yellow fruit maturing to red. 1998.||||open pollinated.
Italian Sweet|Eastern States Farmers' Exchange.|Eastern States Farmers' Exchange.|Long tapered fruit, 5 to 6 inches long, deep red, sweet, high flavor, early and free setting.||Northeastern United States. 1939.||Selection from local cultivar grown by local gardeners in Providence, R.I. area.
Ivory (PEP9147)|Northrup-King.|Northrup-King.|3-4 lobed blocky bell pepper that is ivory-waxy colored at maturity, medium large fruit size, fruit begins very light green maturing to soft yellow when past optimum harvest stage.|Garden Sunshine. 1991.|||
Ivory Banana||Stokes Seed Co.|yellow wax type pepper, pendant fruit, thick-walled, 230 x 60 mm fruit size, butter-yellow ripens to red, 56 days. 1997.||||F1 hybrid.
Jackpot Hybrid||Park Seed.|fruit 200 x 100 mm, ripen to a golden yellow in 75 days, thick walls, smooth skin, sweet flavor, plants grow very large and vigorous to 610 mm tall. 1999.||||
Jade (XP 17)|Asgrow Seed Co.|Asgrow Seed Co.|Refined dark-green Yolo Wonder with concentrated set.|Yolo Wonder A.|wide. Asgrow's 'Your Crops' Dec. 1967.|Tobacco Mosaic Virus strain 1.|
Jalapa (PS5981)|Al Burkett.|Petoseed Co.|jalapev켹, medium pungency, early production, matures in 65 days, medium plant size with good concentrated fruit set, fruit are 64 x 25 mm, thick walled, taper to a blunt tip, matures medium green to red.||||F1 hybrid.
Jalapeno M||Park Seed Co.|jalapev켹 type, green maturing to red, highly pungent, 75 mm long fruit, 550 mm tall plants, 73 days. 1997.||||open pollinated.
Jaloro|B.Villalon, F.J.Dainello, D.A.Bender.||Open-pollinated, jalapeno type, pungent bright yellow fruit turning to bright red at maturity, 54 x 28 mm fruit size, 4.13 mm wall thickness, 3-4 locules, high temperature fruit set (38C).||Texas, New Mexico, California. HortScience 29:1092-1093. 1992.|Texas isolates of Tobacco Mosaic Virus, Tobacco Etch Virus, Potato Virus Y, Tobacco ringspot Virus, Cucumber Mosaic Virus.|AC2207, USDA PI 264280, Jalapeno L, Caloro.
Jamaica Scotch Bonnet||HPS.|Capsicum chinense cultivar, matures in 120 days, later and shorter that habanero, bright-orange fruit, plants are 762 mm tall. 2000.||||
Jingle Bells (PSX 9289)|Petoseed.|Petoseed.|Extremely early bell pepper, very prolific, produces miniature fruit about 37 by 37 mm plants grow about 406 mm tall, spread about 356 mm. Maturity is about 60 days from transplants. Fruit red at full maturity.|||Tobacco Mosaic Virus. 1992.|
Jumbo Sweet||Thompson and Morgan.|bell pepper, 150 x 100 mm size fruit, vigorous, early, sweet, small central core, upright plant habit, thick-walled, 3 to 4 lobed, green ripens to red, sweet, 72 days. 1993.||||F1 hybrid.
Jupiter (NV 3101)|T.Williams.|Northrup-King.|Sweet bell type, extremely blocky, produces very large, mostly four lobed fruit, PVP 8400065.|Bell Boy, Early California Wonder. 1982.||Tobacco Mosaic Virus.|
Kaala|K.Y.Takeda, J.S.Tanaka, T.T.Sekiaka, R.A.Hamilton.||Open-pollinated, bell pepper type, 3 lobed, non-pungent.|||Bacterial wilt (P. solanacearum) when temperature is below 27C. HortScience 31:1054. 1996.|Chabai Merah, Keystone Resistant Giant.
Kalosca Sweet Spice Paprika||Shepherd's Garden Seeds.|Hungarian paprika type, 72 days to red harvest, sweet flavored, especially aromatic, plants grow to about 610 mm tall, fruit are 40 x 130 mm. 1999.||||
Kelvin||DeRuiter Seeds Inc.|blocky, yellow bell pepper, medium fruit size.|||tobacco mosaic virus race (Tm2). 1993.|
Key Largo||Harris Seeds.|cubanelle pod type, thin-fleshed, 150 mm long and 50 mm wide at shoulders, fruit ripens from a yellow-green fruit to a bright orange red; plants produce good foliage cover for the fruit. 1999.||||F1 hybrid.
Key West (PS 462296)|John Bill.|Seminis Vegetable Seeds-Petoseed.|cubanelle type.|Biscayne.|Caribbean and Southeast U.S.|bacterial leaf spot races 1, 2 and 3.|F1 hybrid.
Keystone Resistant Giant|Corneli Seed Co.|Corneli Seed Co.|High percentage of fancy fruit, plants stand up well, fruit large and stay green.|Florida Giant.|Same as Florida Giant. Corneli Description Catalog No. 14. 1954.|Tobacco Mosaic Virus.|California Wonder and Hungarian cultivar.
Keystone Resistant III||Caroline Seeds.|open pollinated bell pepper, large thick walled fruit, averaging 110 x 80 mm, mostly 4-lobed, and has concentrated sets under adverse conditions, harvest in 80 days.|||tobacco mosaic virus race. 1999.|
Keystone Wonder Giant|Corneli Seed Co.|Corneli Seed Co.|Uniformity and thick flesh.|Florida Giant.|Same as Florida Giant. Corneli Description Catalog No. 14. 1951.||Selection of California Wonder.
King Arthur (PSX10088)|Petoseed.|Petoseed.|Blocky bell, good set in hot weather.|||Tobacco Mosaic Virus, Potato Virus Y, Tobacco Etch Virus, Bacterial leaf spot. 1990.|
King of the North||Henry Fields.|early maturing, 65 days, bell pepper, 152 x 101 mm in size. 1999.||||
Kishinev||Nichols Garden Nursery.|thick fleshed, squatty fruit, exceptional flavor and juiciness, 75 days to maturity. 2000.||||
Klondike Bell||Stokes Seed Co.|giant bell pepper, ripens dark green to golden yellow to orange, thick-walled, 110 x 110 mm fruit size, 72 days. 1997.||||F1 hybrid.
Kung Pao (24094)|John Bill.|Seminis-Petoseed.|Asian pepper, spiral type, green to red, slightly curved within skin, tapers to R point, high pungency, very large plant.|Spiral.|Middle East, North Africa. 2000.|Tobamo virus.|F1 hybrid.
La Bamba||Harris Seeds.|green to red elongated fruit, 130 x 80 mm fruit size, medium to thick fleshed, sweet tasting, 76 days to harvest.|||tobacco mosaic virus. 1999.|F1 hybrid.
Lady Bell (PS)|Joseph Harris Co.|Joseph Harris Co.|Early, three- to four-lobed Pennbell type; green turning red at maturity, medium size vigorous plant.|Pennbell.|Northern United States and Canada. 1974.|Tobacco Mosaic Virus.|
Laparie||Stokes Seed Co.|long, 200 x 60 mm, tapered pendant fruit, slightly wrinkled, dark green ripens red, 72 days. 1997.||||F1 hybrid.
Ledoro (E8260)||Enza Zaden B.V.|blocky, green ripening to yellow bell pepper, very large fruit, vigorous plant habit, early.|||tobacco mosaic virus race 0, 1 and 2. 1995.|F1 hybrid.
Lemon Belle Hybrid||W. Atlee Burpee.|bright yellow bell pepper, 3-lobed 100 mm long, 90 mm wide, smooth shoulders, uniform and blocky with medium-thick wall, 72 days.|||tobacco mosaic virus race, potato virus Y, tobacco etch virus. 1997.|
Lexington||Asgrow Seed Co.|green to red bell pepper, fruit dark-green, blocky shaped.|||tobacco mosaic virus race (Po) and bacterial leaf spot races 1, 2 and 3. The Grower, Nov. 1998.|open pollinated.
Liberty (HMX 1664)|Harris Moran.|Harris Moran.|sweet pepper; large, rectangular, half-long fruit; attractive yellow color.||U.S. 2003.|BLS 1,2,3,5 and TMV (PO).|F1 hybrid.
Liberty Bell|A.E. Thompson.|Ferry-Morse Seed Co.|Mid-season, smooth, three to four lobed fruit, medium thick flesh, with a good green and ripe color.|Oakview Wonder.|wide. 1956.|Tobacco Mosaic Virus.|Oakview Wonder and Burlington type.
Lilac (PEP9151)|Northrup-King.|Northrup-King.|Lavender colored bell pepper, actual color resulting from a purple on ivory-waxy bell, remains in lavender phase much longer than most purple bells, medium-small in size, fruit are occasionally slightly pointed.|Purple Bell or Purple Beauty. 1991.||Tobacco Mosaic Virus, Stip.|
Lincoln Bell (Ill. 1003-205)|Univ. of Illinois.|Corneli Seed Co. and Petoseed Co.|Heavy early and total yield of good quality fruit; leaves tend to roll but provide adequate cover for fruit under most conditions.|Yolo Wonder, Allbig.|Midwestern United States, New York, Pennsylvania, and New Jersey. Illinois Research 6(2). 1964.|Tobacco Mosaic Virus.|Yolo Wonder and Allbig.
Lipstick|R.Johnston.|Johnny's.|25 x 51 mm fruit size, cone shape, thick flesh, fruit is green ripening red, very sweet taste, early maturity.|||Tobacco Mosaic Virus. 1987.|
Little Dipper Hybrid||W. Atlee Burpee.|miniature bell pepper, 50 x 40 mm, green to red fruit, 650 mm tall plants, 66 days.|||tobacco mosaic virus. 1997.|
Locas||DeRuiter Seeds Inc.|blocky, green ripening to red bell pepper, medium size, short jointed, particularly suitable for cooler greenhouses.|||tobacco mosaic virus race (Tm0), sunscorch. 1993.|
Long Chili||Known-You Seeds.|plants are erect, rather tall, and very vigorous, fruit are long and slim, 180 x 20 mm, medium green fruit turns bright red at maturity, smooth thin walls, medium pungent. 2000.||||
Long Green||Hungnong Seed Co.|early, sets well under low temperatures, spreading foliage, short internodes, green ripening to red, 140 x 18 mm fruit size. 1996.||||F1 hybrid.
Loribelle (BOSSI100)|B.Orsetti and S.Tambo.|Orsetti Seed Co.|Medium large upright plants with adequate foliage cover, fruit are large, medium dark green that are glossy in appearance and predominately four-lobed and thick-walled.|Keystone Resistant Giant. 1992.||Tobacco Mosaic Virus, Pepper Mottle Virus, Tobacco Etch Virus.|
Luteus||Enza Zaden B.V.|blocky, green ripening to yellow bell pepper, short well-formed plant habit, dark green leaves, early.|||tobacco mosaic virus race 0. 1995.|F1 hybrid.
Maestro||Enza Zaden B.V.|blocky, uniform, green ripening to red bell pepper, thick walls, very early, well formed plants, not too many side shoots.|||tobacco mosaic virus race 0, 1 and 2. 1995.|F1 hybrid.
Magic Red||Johnny's Selected Seeds.|mid-size fruit, 127 x 19 mm, smooth, tapered, pointed, medium hot pungency, 60 days green, 85 days red ripe, tall plants, good yield.||wide. 1999.||F1 hybrid.
Malan||Daehnfeldt Seed Co.|bell pepper, dark green to red fruit, 115 x 100 mm fruit size, 3- to 4-lobes, thick walls, plants are medium strong and determinate, 71 days.|California Wonder. 1994.||tobacco mosaic virus race.|F1 hybrid.
Mandarin|Rogers.|Rogers.|Unique orange color in large fruited elongated bell pepper, 127-165 mm length, medium vigorous plant 74-78 days maturity.|Valencia. 1994.||Tobacco Mosaic Virus.|
Mano de Piedra (173901)|John Bill.|Seminis-Petoseed.|Given to red blocky bell, vigorous medium size plant, large extra deep bell with slight taper, good red quality.|Commandant.|Mexico. 2000.|BST, Races 1, 2, 3.|F1 hybrid.
Mante (PS496)|John Bill.|Seminis Vegetable Seeds-Petoseed.|serrano, mid to early maturity, medium large plant, fruit 50 x 152 mm, medium green.|TAM Piquero.|Mexico.|pepper mottle virus, potato virus Y, tobacco etch virus.|F1 hybrid.
Manzano||The Redwood City Co.|common Capsicum pubescens fruit type, bush-like growth, square 51 mm fruit, matures green to red, unique black seeds, very hot and unique, juicy flavor. 2000.||||
Mar Rojo (PS 241696)|John Bill.|Seminis Vegetable Seeds-Petoseed.|green to red blocky fruit, vigorous medium size plant, large to extra deep, with slight taper.||Mexico.|bacterial leaf spot 1, 2 and 3.|
Maratos||Enza Zaden B.V.|blocky, glossy green maturing to a bright red bell pepper, dark green foliage, vigorous growing plant habit, sets well under high temperatures, fruit are very large and blocky and predominantly 4 lobed, very productive for harvesting as green fruit.||Southern Europe and subtropical regions. 1995.|tobacco mosaic virus race 0, 1 and 2.|F1 hybrid.
Maravilla (151388)|John Bill.|Seminis Vegetable Seeds-Petoseed.|half long green to red, sweet bell.|X3R Camelot.|Australia, Mexico, Italy, Florida.|bacterial leaf Spot, tobacco mosaic virus.|
Marbles (OSU S-14)|J.R.Baggett and D.Kean.|Oregon Agric. Exp. Sta.|Dwarf, compact, small cherry type fruit; color mix of ivory, purple, red; slightly hot. HortScience 23:1097. 1988.||||Nosegay and Fiery Festival.
Marconi Red||Carolina Seeds.|sweet pepper, with 230 x 40 mm fruit, starting out light green and turning bright red, harvest in 65 days. 1999.||||
Marengo (XPH831)|Asgrow Seed Co.|Asgrow Seed Co.|Early green to yellow bell with long fruit and thick walls.|Yellow bell types. 1981.|||
Margarita (PEP 0487)|Rogers.|Rogers.|3-4 lobed, smooth, elongated pepper, green to red, early maturing.|Elisa, Macabe.||Stip, Tobacco Mosaic Virus.|
Mariachi (227160)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|hot pepper; yellow to red; very large size fruit with thick walls, good color, 10.5-11.0 cm long; wide shoulders are typical so fruit are heavier than Santa Fe Grande; vigorous plant with good set, early maturity.|Santa Fe Grande, Don Nacho.|NAFTA. 2003.||F1 hybrid.
Maribel||DeRuiter Seeds Inc.|yellow Lamuyo type, tolerates hot and cold conditions, very uniform in size.|||stip. 1993.|
Marquis (PEP9144)|Northrup-King.|Northrup-King.|3-4 lobed elongated green to red bell 127 x 140 mm fruit size, thick walls, medium dark green fruit matures to an attractive red, good firmness when mature.|Clovis. 1991.||Tobacco Mosaic Virus, Potato Virus Y, Tobacco Etch Virus, Stip.|
Martindale II||Stokes Seed Co.|bell pepper, green ripening to deep red, thick-walled, sweet, 120 x 90 mm fruit size, 70 days.||Northeastern U.S. 1997.||F1 hybrid.
Martindale III||Stokes Seed Co.|bell pepper, green ripening to deep red, thick-walled, sweet, 110 mm long fruit, 72 days. 1997.||||F1 hybrid.
Marvello||DeRuiter Seeds Inc.|blocky, yellow bell pepper, large fruit size.|||stip. 1993.|
Mavras||Enza Zaden B.V.|blocky, purple bell pepper, good yielder, thick wall, medium vigorous plant habit, very early.|||tobacco mosaic virus race 0, 1 and 2. 1995.|F1 hybrid.
Mayata||Stokes Seed Co.|bell pepper, sets very well during cool temperatures, dark green ripening to bright red, thick-walled, 3- to 4-lobed, 120 x 100 mm fruit size, 71 days.|Bell Tower. 1997.||tobacco mosaic virus race.|F1 hybrid.
Mazurka||Rijk Zwaan.|green or red harvest, growth and production are regular, excellent fruit quality.||Netherlands, Spain, Middle East, and North America. 1998.|russeting, tobacco mosaic virus (TmO), bitter pit.|F1 hybrid.
Medeo||DeRuiter Seeds Inc.|blocky, green ripening to red bell pepper, medium size, early, thick walled.|||tobacco mosaic virus race (Tm0), stip, russeting, and blossom end rot. 1993.|
Melis||Rijk Zwaan.|Kazanli type, slim, light green fruit, 200 mm long, good cold tolerance.||winter greenhouse cultivation. 1999.|tobacco mosaic virus (Tm0).|F1 hybrid.
Melody (XPH32)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, long-fruited, green to red bell, with excellent uniformity.|Blue Star and Tamuyo. 1981.|||
Merced (E8266)|S. Tambo.|Ferry-Morse Seed Co.|Open-pollinated, blocky, thick-walled, dark-green fruit, earlier than Yolo B, PVP 8100057.|Yolo B.|California. 1980.||
Merced B|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.||Merced.|general. 1955.|Tobacco Mosaic Virus.|Selection from market garden strain from San Joaquin Valley.
Mercury (69)|Petoseed Co.|Petoseed Co.|Large, 3 to 4 lobed dark green fruit, plant more compact than Keystone Resistant Giant.||general. 1971.||
Merlin (PSX20685)|Petoseed.|Petoseed.|Early main-season vigorous plant slightly spreading habit.|||Tobacco Mosaic Virus. 1990.|
Merrimack Wonder|Dept. of Hort., Univ. of New Hampshire, Durham.|Helper Seed Co.|Earliness and ability to set a crop in cool weather, excellent yield.|California Wonder types.|Regionally adapted to northern United States. 1942.||Selection from parent lines of Charter Oak.
Mesilla (PS210388)|Petoseed.|Petoseed.|Cayenne type fruit, 37 x 279 mm long, tapered and rough, pendant fruit attachment upright plant, mid-season maturity.|Cayenne Large Red Thick.||Tobacco Mosaic Virus, Potato Virus Y, Tobacco Etch Virus.|
Mexheim||Hungnong Seed Co.|New Mexican pod type, smooth and thick pod, mostly 2-lobed, green ripening to red, 190 x 46 mm fruit size, pungent. 1996.||||F1 hybrid.
Michigan Wonder|Burgess Seed and Plant Co.|Burgess Seed and Plant Co.|Earlier, dwarfed and thicker-meated than California Wonder, fruit smaller, higher ratio of four-celled fruit.|California Wonder.|Northern regions of U.S. Burgess Catalog. 1939.||California Wonder.
Midway (33)|Petoseed Co.|Petoseed Co.|Very early, large bell fruit, open plant.|Staddon's Select.|Eastern and northern U.S. 1967.|Tolerant to Cucumber Mosaic Virus.|
Migold|S.Honma and H.C.Price.||Open- pollinated bell pepper, 3 lobed, yellow immature fruit color ripening to orange-red, fruit size 60 x 130 mm, sturdy plant structure.|Romanian.|Northern U.S. HortScience 21:1243. 1986.||Avelar, Romanian, Kupos, Umajoiri.
Mikalor||Enza Zaden B.V.|Lamuyo type bell pepper, green ripening to yellow, 150 x 90 mm fruit size, early.|||tobacco mosaic virus race 0. 1995.|F1 hybrid.
Miki||Enza Zaden B.V.|Lamuyo type bell pepper, green ripening to red, thick wall, predominantly 4-lobed fruit 180 x 90 mm, strong growing plant, early.||under plastic in southern Europe. 1998.|tobacco mosaic virus race 0, 1 and 2.|F1 hybrid.
Mild California|Petoseed Co.|Petoseed Co.|Chile pepper without pungency, suitable for dehydration, two to three celled, wrinkle fruit.|New Mexico 6.|wide. 1971.||
Milfruto|Inter-American Institute of Agric. Sci., Turrialba, Costa Rica.||Open-pollinated, Pimiento type, very productive under Turrialba conditions.|Perfection.|Apparently adapted to most tropical areas. Turrialba 2 (3):113-114. 1952.|To various fungi.|Selection from local plantings showing great variation (Early Spanish stocks).
Mission Belle (FMX 724)|S.Tambo.|Ferry-Morse.|Medium large, dark green thick walled fruit, heavy and concentrated set with potential for once over harvest.|Yolo Wonder. 1983.||Tobacco Mosaic Virus.|
Mississippi Nemaheart (BC18)|Dept. of Plant Pathology and Weed Science, Mississippi State College, State College.||Open-pollinated, Pimiento type, excellent yield and quality.|Trueheart Perfection.|wide. Mississippi Farm Research. 1966.|Four species of root-knot nematodes.|Trueheart Perfection.
Mitla|K.Owens.|Petoseed.|F1 hybrid, early jalapeno type, uniform large fruit, exceptional yielder, green fruit turn red at maturity, highly pungent. 1990.||||
Monalisa (FMX 1199)|Ferry-Morse.|Ferry-Morse.|Elongated pepper, lamuyo type, smooth thick walled, green to red color, mostly 4 lobes.|Elisa, Vidi.||Tobacco Mosaic Virus, Potato Virus Y.|
Montego (JSS8110)|Johnny's.|Johnny's.|178 x 76 mm pointed fruit, pale yellow ripening to red, thick fruit walls, juicy, mild, sweet taste.|Cubanelle. 1989.|||
Moreno Belle (MFX100)|S.Tambo.||Large fruit, medium dark green, blocky, mostly four-lobed and thick-walled, tends to have indeterminate fruiting habit, prolific.|Keystone Resistant Giant #3. 1993.||Tobacco Mosaic Virus, Potato Virus Y, and tolerant to Tobacco Etch Virus.|
Morgold|Experimental Sta., Morden, Manitoba, Canada.|Patmore Nurseries.|Open-pollinated, bell pepper, golden color fruit when ripe; dwarf plants.||Regionally adapted to the southern Canadian Prairies. Mimeograph Canadian Dept. Agric.||Merrimack Wonder and Harris Earliest.
Mucho Nacho Hybrid||Burpee.|jalapeno type, 100 x 10 mm fruit size, thick walled, green to red, slightly hotter than other jalapenos, exceptionally vigorous plants with very high yields, 72 days to harvest. 1999.||||F1 hybrid.
Nainari (PS 11406891)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|Cayenne type; short plant; large fruit with thick walls, deep red color; early maturity; good yield.|Mesilla.|NAFTA - Northeast, main season. 2004.||F1 hybrid.
Nassau||Rijk Zwaan.|bell pepper, orange at harvest, vigorous plant growth, medium size internodes, easy fruit set, good texture.|||tobacco mosaic virus (Tm0), bitter pit. 1999.|F1 hybrid.
Nathalie (PEP2129)|Rogers.|Rogers.|Dark green fruit, 140 mm long, dual lobed fruit, 105 days to maturity.|Magda and Agronomico.||Potato Virus Y.|
Navajoa (PS219090)|J.Bill.|Petoseed.|Early New Mexican type, improved uniformity, concentrated set.|Sonora Anaheim, Anaheim TMR23.|||
Navolato (PS243592)|J.Bill.|Petoseed.|Large plant, deep blocky green to red fruit, main season, no anthocyanin.|Galaxy.||Potato Virus Y, Stip.|
Nazas (PS 11423847)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|Serrano type; fruit size 78 x 20 mm; very firm; very pungent; concentrated fruit set; fruit cylindrical with tapered tip; green to red tip; early maturity.|Tuxtlas.|NAFTA - Mexico. 2004.|pepper mottle virus, potato virus y.|F1 hybrid.
Neptune (NVH3053)|Northrup-King.|Northrup-King.|Excellent bell pepper with superior qualities when maturing to red.|Jupiter. 1987.||Tobacco Mosaic Virus.|
New Comer||Known-You Seeds.|large conic fruit type, 180 x 28 mm, tapering, thick shoulder, mildly pungent, green turning bright red at maturity, plants are tall, vigorous, very prolific. 1987.||||F1 hybrid.
New Mexico No. 6.|R. Harper.|New Mexico Crop Improvement Assn.|Open-pollinated, mildly pungent New Mexican type with long, smooth, relatively fleshy pods; vigorous compact plant, heavy foliage.|New Mexico No. 9.|Southern and southwestern United States. New Mexico. Agric. Expt. Sta. Press Bulletin 1041. 1950.||selection from local chile.
New Mexico No. 9|F.Garcia.||Open-pollinated, New Mexican type, the first cultivar of the New Mexican (Anaheim) type, green immature fruit ripening to red.||Southwestern U.S. New Mexico State Univ. Bulletin No. 124. 1921.||Pasilla, Chile Colorado, Chile Negro.
Noche|Orsetti Seed Co.쵄|Orsetti Seed Co.쵄|||U.S.쵄 2005.||
North Star (PSX786)|Petoseed.|Petoseed.|Bell pepper, very productive, recommended for short season areas, 3-4 lobes, large fruit.|||Tobacco Mosaic Virus. 1989.|
NuMex Bailey Piquin|P.W.Bosland and J.Iglesias.|New Mexico Crop Improvement Assoc.|Open-pollinated, piquin type, erect and machine harvestable fruit, an upright semi-determinate, non-spreading plant habit, highly pungent (97,000 Scoville Heat Units),||wide. HortScience 27:941-942. 1991.||Selection from a chile accession from the Caribbean area of Mexico.
NuMex Big Jim|R.Nakayama.|New Mexico Crop Improvement Assoc.|Open-pollinated, New Mexican type, large fruit, in Guinness book of records as the worlds largest pepper, thick fleshy fruit with hook at tip, smooth surface, light green fruit flatten and ripens to red, high variability among plants for pungency.|New Mexico 6.|Southwestern U.S. 1975.||
NuMex Centennial|P.W.Bosland, J.Iglesias, and M.M.Gonzalez.|Bailey Seeds.|Open-pollinated, ornamental type, compact plant, purple flowers and foliage, erect fruit are purple, then ripen to yellow, then to orange, and lastly, red.||general. HortScience 29:1092. 1988.||New Mexico Capsicum Accession 10009, originally from Chihuahua, Mexico.
NuMex Conquistador|P.W.Bosland, J.Iglesias, and S.D.Tanksley.|New Mexico Crop Improvement Assoc.|Open-pollinated, New Mexican type, non-pungent, multipurpose green immature fruit ripening to red, round shoulders, pointed tip, smooth surface, thick flesh, 2 locules.|New Mexico 6-4.|Southwestern U.S. HortScience 26:215-216. 1991.||A selection from New Mexico 6-4.
NuMex Eclipse|P.W.Bosland, J.Iglesias, and S.D.Tanksley.|New Mexico Crop Improvement Assoc.|Open-pollinated, New Mexican type, ornamental use, green immature fruit matures to brown, similar in pungency and flavor to New Mexico 6-4.|NuMex Sunrise and NuMex Sunset.|general. HortScience 29:1091. 1988.||Permagreen and New Mexico 6-4.
NuMex Joe E. Parker|P.W.Bosland J.Iglesias, and M.M.Gonzalez.|New Mexico Crop Improvement Assoc.|Open-pollinated, high yielding, New Mexican type, less variability in horticultural traits than New Mexico 6-4, green immature fruit ripening to red, 2 locules.|New Mexico 6-4.|Southwestern U.S. HortScience 28:347-348. 1990.|Tobacco Mosaic Virus.|A selection from New Mexico 6-4.
NuMex Mirasol|P.W.Bosland and M.M.Gonzalez.|New Mexico Crop Improvement Assoc.|Open-pollinated, Mirasol type, multistemmed bush, 610 mm tall and 381 mm wide, upright fruit, sets in clusters, green immature fruit turning red at maturity, 52 x 19 mm fruit.||Southwestern U.S. HortScience 29:1091. 1993.||La Blanca and Santaka.
